ENTRY,NAME,FORMULA,MASS,M.plus.H,M.minus.H,Biofluid
HMDB03882 ," N1-(5-Phospho-a-D-ribosyl)-5,6-dimethylbenzimidazole ", C14H19N2O7P,358.093,359.100276,357.085724,Not Available
HMDB11112 ," N1-(alpha-D-ribosyl)-5,6-dimethyl-benzimidazole ", C14H18N2O4,278.127,279.134276,277.119724,Not Available
HMDB02172 ," N1,N12-Diacetylspermine ", C14H30N4O2,286.237,287.244276,285.229724,Not Available
HMDB00972 , N10-Formyl-THF , C20H23N7O7,473.166,474.173276,472.158724,Not Available
HMDB01276 , N1-Acetylspermidine , C9H21N3O,187.168,188.175276,186.160724,Blood; Urine
HMDB01186 , N1-Acetylspermine , C12H28N4O,244.226,245.233276,243.218724,Urine
HMDB04193 , N1-Methyl-2-pyridone-5-carboxamide , C7H8N2O2,152.059,153.066276,151.051724,Urine
HMDB04194 , N1-Methyl-4-pyridone-3-carboxamide , C7H8N2O2,152.059,153.066276,151.051724,Not Available
HMDB04824 ," N2,N2-Dimethylguanosine ", C12H17N5O5,311.123,312.130276,310.115724,Blood; Urine
HMDB06040 , N2-Methylguanine , C6H7N5O,165.065,166.072276,164.057724,Urine
HMDB01180 , N2-Succinyl-L-glutamic acid 5-semialdehyde , C9H13NO6,231.074,232.081276,230.066724,Not Available
HMDB01199 , N2-Succinyl-L-ornithine , C9H16N2O5,232.106,233.113276,231.098724,Not Available
HMDB04226 , N4-Acetylaminobutanal , C6H11NO2,129.079,130.086276,128.071724,Not Available
HMDB05923 , N4-Acetylcytidine , C11H15N3O6,285.096,286.103276,284.088724,Not Available
HMDB12268 , N5-Carboxyaminoimidazole ribonucleotide , C9H14N3O9P,339.047,340.054276,338.039724,Not Available
HMDB01562 , N5-Formyl-THF , C20H23N7O7,473.166,474.173276,472.158724,Blood
HMDB01325 ," N6,N6,N6-Trimethyl-L-lysine ", C9H20N2O2,188.152,189.159276,187.144724,Cerebrospinal Fluid; Urine
HMDB00206 , N6-Acetyl-L-lysine , C8H16N2O3,188.116,189.123276,187.108724,Urine
HMDB04044 , N6-Methyladenosine , C11H15N5O4,281.112,282.119276,280.104724,Not Available
HMDB02189 , N8-Acetylspermidine , C9H21N3O,187.168,188.175276,186.160724,Blood; Urine
HMDB00856 , N-a-Acetylcitrulline , C8H15N3O4,217.106,218.113276,216.098724,Not Available
HMDB04620 , N-a-Acetyl-L-arginine , C8H16N4O3,216.122,217.129276,215.114724,Blood; Cerebrospinal Fluid; Urine
HMDB00796 , N-Acetyl-4-O-acetylneuraminic acid , C13H21NO10,351.117,352.124276,350.109724,Not Available
HMDB02220 , N-Acetyl-6-O-L-fucosyl-D-glucosamine , C14H25NO10,367.148,368.155276,366.140724,Not Available
HMDB00785 , N-Acetyl-7-O-acetylneuraminic acid , C13H21NO10,351.117,352.124276,350.109724,Not Available
HMDB00794 , N-Acetyl-9-O-acetylneuraminic acid , C13H21NO10,351.117,352.124276,350.109724,Not Available
HMDB00768 , N-Acetyl-9-O-lactoylneuraminic acid , C14H23NO11,381.127,382.134276,380.119724,Not Available
HMDB00773 , N-Acetyl-a-neuraminic acid , C11H19NO9,309.106,310.113276,308.098724,Not Available
HMDB01250 , N-Acetylarylamine , C8H9NO,135.068,136.075276,134.060724,Not Available
HMDB06028 , N-Acetylasparagine , C6H10N2O4,174.064,175.071276,173.056724,Not Available
HMDB01067 , N-Acetylaspartylglutamic acid , C11H16N2O8,304.091,305.098276,303.083724,Blood; Cerebrospinal Fluid; Urine
HMDB00853 , N-Acetyl-b-D-galactosamine , C8H15NO6,221.09,222.097276,220.082724,Not Available
HMDB01104 , N-Acetyl-b-glucosaminylamine , C8H16N2O5,220.106,221.113276,219.098724,Prostate Tissue
HMDB02284 , N-Acetylcadaverine , C7H16N2O,144.126,145.133276,143.118724,Urine
HMDB02381 , N-Acetylcystathionine , C9H16N2O5S,264.078,265.085276,263.070724,Urine
HMDB06480 , N-Acetyl-D-galactosamine 1-phosphate , C8H16NO9P,301.056,302.063276,300.048724,Not Available
HMDB00215 , N-Acetyl-D-glucosamine , C8H15NO6,221.09,222.097276,220.082724,Breast Milk; Urine
HMDB01062 , N-Acetyl-D-Glucosamine 6-Phosphate , C8H16NO9P,301.056,302.063276,300.048724,Not Available
HMDB01445 , N-Acetyl-D-glucosaminyldiphosphodolichol , C23H43NO12P2,587.226,588.233276,586.218724,Not Available
HMDB11744 , N-Acetyl-D-mannosamine , C8H15NO6,221.09,222.097276,220.082724,Prostate Tissue
HMDB01121 , N-Acetyl-D-mannosamine 6-phosphate , C8H16NO9P,301.056,302.063276,300.048724,Not Available
HMDB00212 , N-Acetylgalactosamine , C8H15NO6,221.09,222.097276,220.082724,Not Available
HMDB00843 ," N-Acetylgalactosamine 4,6-disulfate ", C8H15NO12S2,381.004,382.011276,379.996724,Not Available
HMDB00781 , N-Acetylgalactosamine 4-sulphate , C8H15NO9S,301.047,302.054276,300.039724,Not Available
HMDB00841 , N-Acetylgalactosamine 6-sulfate , C8H15NO9S,301.047,302.054276,300.039724,Not Available
HMDB01367 , N-Acetyl-glucosamine 1-phosphate , C8H16NO9P,301.056,302.063276,300.048724,Not Available
HMDB02817 , N-Acetylglucosamine 6-phosphate , C8H16NO9P,301.056,302.063276,300.048724,Not Available
HMDB00814 , N-Acetylglucosamine 6-sulfate , C8H15NO9S,301.047,302.054276,300.039724,Urine
HMDB12264 , N-Acetylglucosaminyl-diphosphodolichol , C88H147NO12P2,1472.04,1473.047276,1471.032724,Not Available
HMDB01138 , N-Acetylglutamic acid , C7H11NO5,189.064,190.071276,188.056724,Urine
HMDB06029 , N-Acetylglutamine , C7H12N2O4,188.08,189.087276,187.072724,Not Available
HMDB13253 , N-Acetylhistamine , C7H11N3O,153.09,154.097276,152.082724,Not Available
HMDB01542 , N-Acetyllactosamine , C14H25NO11,383.143,384.150276,382.135724,Not Available
HMDB00766 , N-Acetyl-L-alanine , C5H9NO3,131.058,132.065276,130.050724,Urine
HMDB00812 , N-Acetyl-L-aspartic acid , C6H9NO5,175.048,176.055276,174.040724,Blood; Cerebrospinal Fluid; Urine
HMDB11756 , N-Acetylleucine , C8H15NO3,173.105,174.112276,172.097724,Not Available
HMDB05084 , N-Acetyl-leukotriene E4 , C25H39NO6S,481.25,482.257276,480.242724,Not Available
HMDB06488 , N-Acetyl-L-glutamate 5-semialdehyde , C7H11NO4,173.069,174.076276,172.061724,Not Available
HMDB06456 , N-Acetyl-L-glutamyl 5-phosphate , C7H12NO8P,269.03,270.037276,268.022724,Not Available
HMDB11745 , N-Acetyl-L-methionine , C7H13NO3S,191.062,192.069276,190.054724,Not Available
HMDB00512 , N-Acetyl-L-phenylalanine , C11H13NO3,207.09,208.097276,206.082724,Not Available
HMDB00866 , N-Acetyl-L-tyrosine , C11H13NO4,223.084,224.091276,222.076724,Blood; Urine
HMDB01129 , N-Acetylmannosamine , C8H15NO6,221.09,222.097276,220.082724,Not Available
HMDB06268 , N-Acetylneuraminate 9-phosphate , C11H20NO12P,389.072,390.079276,388.064724,Not Available
HMDB00230 , N-Acetylneuraminic acid , C11H19NO9,309.106,310.113276,308.098724,Blood; Breast Milk; Cerebrospinal Fluid; Urine
HMDB04381 , N-Acetylneuraminic acid 9-phosphate , C11H20NO12P,389.072,390.079276,388.064724,Not Available
HMDB03357 , N-Acetylornithine , C7H14N2O3,174.1,175.107276,173.092724,Blood
HMDB02064 , N-Acetylputrescine , C6H14N2O,130.111,131.118276,129.103724,Urine
HMDB02194 , N-acetyl-S-(3-oxo-3-carboxy-n-propyl)cysteine , C9H13NO6S,263.046,264.053276,262.038724,Not Available
HMDB02931 , N-Acetylserine , C5H9NO4,147.053,148.060276,146.045724,Urine
HMDB01238 , N-Acetylserotonin , C12H14N2O2,218.106,219.113276,217.098724,Not Available
HMDB11757 , N-Acetylvaline , C7H13NO3,159.09,160.097276,158.082724,Not Available
HMDB11716 , N-Acetylvanilalanine , C12H15NO5,253.095,254.102276,252.087724,Urine
HMDB01843 , N-Acryloylglycine , C5H7NO3,129.043,130.050276,128.035724,Not Available
HMDB00902 , NAD , C21H28N7O14P2,664.117,665.124276,663.109724,Blood; Cellular Cytoplasm
HMDB01487 , NADH , C21H29N7O14P2,665.125,666.132276,664.117724,Blood
HMDB00217 , NADP , C21H29N7O17P3,744.083,745.090276,743.075724,Not Available
HMDB00221 , NADPH , C21H30N7O17P3,745.091,746.098276,744.083724,Blood
HMDB00446 , N-Alpha-acetyllysine , C8H16N2O3,188.116,189.123276,187.108724,Not Available
HMDB02725 , Nandrolone , C18H26O2,274.193,275.200276,273.185724,Blood
HMDB06215 , Naphthalene epoxide , C10H8O,144.058,145.065276,143.050724,Not Available
HMDB01923 , Naproxen , C14H14O3,230.094,231.101276,229.086724,Blood
HMDB05096 , N-Arachidonoyl glycine , C22H35NO3,361.262,362.269276,360.254724,Not Available
HMDB02670 , Naringenin , C15H12O5,272.068,273.075276,271.060724,Blood; Urine
HMDB02927 , Naringin , C27H32O14,580.179,581.186276,579.171724,Not Available
HMDB00808 , N-Butyrylglycine , C6H11NO3,145.074,146.081276,144.066724,Urine
HMDB12265 , N-Carbamoylsarcosine , C4H8N2O3,132.053,133.060276,131.045724,Not Available
HMDB02201 , N-Carboxyethyl-g-aminobutyric acid , C7H13NO4,175.084,176.091276,174.076724,Not Available
HMDB13267 , N-Decanoylglycine , C12H23NO3,229.168,230.175276,228.160724,Not Available
HMDB13287 ," Ne,Ne dimethyllysine ", C8H18N2O2,174.137,175.144276,173.129724,Not Available
HMDB06567 , Neolactotetraose , C26H45NO21,707.248,708.255276,706.240724,Breast Milk
HMDB00845 , Neopterin , C9H11N5O4,253.081,254.088276,252.073724,Blood; Cerebrospinal Fluid; Urine
HMDB03020 , Neoxanthin , C40H56O4,600.418,601.425276,599.410724,Not Available
HMDB02368 , Nervonic acid , C24H46O2,366.35,367.357276,365.342724,Blood
HMDB06509 , Nervonyl carnitine , C6H16N,102.128,103.135276,101.120724,Not Available
HMDB06625 , Neu5Ac(2->3)Gal(1->4)GlcNAc(1->2) Man(1->3)Neu5Ac(2->3)Gal(1->4)GlcNAc(1->2)Man(1->6)Man(1->4)GlcNAc(1->4)GlcNAc , C84H138N6O62,2222.783,2223.790276,2221.775724,Not Available
HMDB06677 , Neu5Aca2-3Galb1-3GlcN(Neu5Aca2-6)(Fuca1-4)Acb1-3Galb1-4Glc , C53H89N3O39,1391.507,1392.514276,1390.499724,Not Available
HMDB00830 , Neuraminic acid , C9H17NO8,267.095,268.102276,266.087724,Blood; Cerebrospinal Fluid; Urine
HMDB13018 , Neuromedin B , C52H74N15O12S,1132.536,1133.543276,1131.528724,Not Available
HMDB13016 , Neuromedin B (1-3) , C12H22N4O5,302.159,303.166276,301.151724,Not Available
HMDB13017 , Neuromedin B (4-10) , C40H54N11O8S,848.388,849.395276,847.380724,Not Available
HMDB13020 , Neuromedin C , C50H74N17O11S,1120.547,1121.554276,1119.539724,Not Available
HMDB13019 , Neuromedin C 1-8 , C39H54N15O9,876.423,877.430276,875.415724,Not Available
HMDB13022 , Neuromedin N , C32H51N5O7,617.379,618.386276,616.371724,Not Available
HMDB13021 , Neuromedin N (1-4) , C26H40N4O6,504.295,505.302276,503.287724,Not Available
HMDB03689 , Neuroprotectin D1 , C22H32O4,360.23,361.237276,359.222724,Not Available
HMDB03114 , Neurosporene , C40H58,538.454,539.461276,537.446724,Not Available
HMDB13023 , Neurotensin 1-10 , C57H91N18O16,1283.686,1284.693276,1282.678724,Not Available
HMDB13024 , Neurotensin 11-13 , C21H33N3O5,407.242,408.249276,406.234724,Not Available
HMDB01200 , N'-Formylkynurenine , C11H12N2O4,236.08,237.087276,235.072724,Not Available
HMDB03470 , N-Formyl-L-glutamic acid , C6H9NO5,175.048,176.055276,174.040724,Not Available
HMDB01015 , N-Formyl-L-methionine , C6H11NO3S,177.046,178.053276,176.038724,Urine
HMDB00809 , N-Glycoloylganglioside GM1 , C77H139N3O30,1585.944,1586.951276,1584.936724,Not Available
HMDB00770 , N-Glycoloylganglioside GM2 , C43H85NO8,743.628,744.635276,742.620724,Not Available
HMDB00833 , N-Glycolylneuraminic acid , C11H19NO10,325.101,326.108276,324.093724,Not Available
HMDB13010 , N-Heptanoylglycine , C9H17NO3,187.121,188.128276,186.113724,Not Available
HMDB01324 , N'-Hydroxymethylnorcotinine , C10H12N2O2,192.09,193.097276,191.082724,Not Available
HMDB01406 , Niacinamide , C6H6N2O,122.048,123.055276,121.040724,Blood; Urine
HMDB02457 , Nickel , [Ni]2+,57.935,58.942276,56.927724,Blood; Cerebrospinal Fluid; Urine
HMDB02730 , Nicotinamide N-oxide , C6H6N2O2,138.043,139.050276,137.035724,Blood
HMDB00855 , Nicotinamide riboside , C11H15N2O5,255.098,256.105276,254.090724,Not Available
HMDB00229 , Nicotinamide ribotide , C11H15N2O8P,334.057,335.064276,333.049724,Urine
HMDB06809 , Nicotinate D-ribonucleoside , C11H14NO6,256.082,257.089276,255.074724,Not Available
HMDB01272 , Nicotine glucuronide , C16H22N2O6,338.148,339.155276,337.140724,Not Available
HMDB01010 , Nicotine imine , C10H13N2,161.108,162.115276,160.100724,Not Available
HMDB01497 , Nicotine-1'-N-oxide , C10H14N2O,178.111,179.118276,177.103724,Not Available
HMDB01488 , Nicotinic acid , C6H5NO2,123.032,124.039276,122.024724,Blood; Cerebrospinal Fluid; Urine
HMDB01179 , Nicotinic acid adenine dinucleotide , C21H27N6O15P2,665.101,666.108276,664.093724,Not Available
HMDB01132 , Nicotinic acid mononucleotide , C11H16NO9P,337.056,338.063276,336.048724,Not Available
HMDB03269 , Nicotinuric acid , C8H8N2O3,180.053,181.060276,179.045724,Blood
HMDB02878 , Nitrate , [NO3]-,61.988,62.995276,60.980724,Blood; Cerebrospinal Fluid
HMDB03378 , Nitric oxide , NO,29.998,31.005276,28.990724,Blood
HMDB02786 , Nitrite , [NO2]-,45.993,47.000276,44.985724,Blood; Cerebrospinal Fluid; Saliva
HMDB01371 , Nitrogen , N2,28.006,29.013276,26.998724,Not Available
HMDB04304 , Nivalenol , C15H20O7,312.121,313.128276,311.113724,Not Available
HMDB13272 , N-Lauroylglycine , C14H27NO3,257.199,258.206276,256.191724,Not Available
HMDB00831 , N-Lignoceroylsphingosine , C42H83NO3,649.637,650.644276,648.629724,Not Available
HMDB02141 , N-Methyl-a-aminoisobutyric acid , C5H11NO2,117.079,118.086276,116.071724,Not Available
HMDB02393 , N-Methyl-D-aspartic acid , C5H9NO4,147.053,148.060276,146.045724,Not Available
HMDB01122 , N-Methylformamide , C2H5NO,59.037,60.044276,58.029724,Not Available
HMDB03646 , N-Methylhydantoin , C4H6N2O2,114.043,115.050276,113.035724,Not Available
HMDB03152 , N-Methylnicotinamide , C7H8N2O,136.064,137.071276,135.056724,Not Available
HMDB01009 , N-Methylnicotinium , C11H17N2,177.139,178.146276,176.131724,Not Available
HMDB01387 , N-Methylphenylethanolamine , C9H13NO,151.1,152.107276,150.092724,Not Available
HMDB03661 , N-Methylputrescine , C5H14N2,102.116,103.123276,101.108724,Not Available
HMDB04369 , N-Methylserotonin , C11H14N2O,190.111,191.118276,189.103724,Not Available
HMDB04370 , N-Methyltryptamine , C11H14N2,174.116,175.123276,173.108724,Urine
HMDB03633 , N-Methyltyramine , C9H13NO,151.1,152.107276,150.092724,Not Available
HMDB13279 , N-Nonanoylglycine , C11H21NO3,215.152,216.159276,214.144724,Not Available
HMDB02088 , N-Oleoylethanolamine , C20H39NO2,325.298,326.305276,324.290724,Blood
HMDB02230 , Nonacosanoic acid , C29H58O2,438.444,439.451276,437.436724,Not Available
HMDB13622 , Nonadeca-10(Z)-enoic acid , C19H36O2,296.272,297.279276,295.264724,Not Available
HMDB00772 , Nonadecanoic acid , C19H38O2,298.287,299.294276,297.279724,Not Available
HMDB13288 , Nonanoylcarnitine , C16H31NO4,301.225,302.232276,300.217724,Not Available
HMDB13028 , Nonanoyl-CoA , C30H52N7O17P3S,907.235,908.242276,906.227724,Not Available
HMDB11717 , Nonate , C9H16O4,188.105,189.112276,187.097724,Blood
HMDB13030 , Noradrenochrome , C8H7NO3,165.043,166.050276,164.035724,Not Available
HMDB13029 , Noradrenochrome o-semiquinone , C8H8NO3,166.05,167.057276,165.042724,Not Available
HMDB06026 , Norbolethone , C21H32O2,316.24,317.247276,315.232724,Not Available
HMDB01297 , Norcotinine , C9H10N2O,162.079,163.086276,161.071724,Blood
HMDB12270 , Nordihydroguaiaretate , C18H22O4,302.152,303.159276,301.144724,Not Available
HMDB00216 , Norepinephrine , C8H11NO3,169.074,170.081276,168.066724,Blood; Cerebrospinal Fluid; Urine
HMDB02062 , Norepinephrine sulfate , C8H11NO6S,249.031,250.038276,248.023724,Blood
HMDB00819 , Normetanephrine , C9H13NO3,183.09,184.097276,182.082724,Blood; Urine
HMDB01126 , Nornicotine , C9H12N2,148.1,149.107276,147.092724,Urine
HMDB05766 , Norophthalmic acid , C10H17N3O6,275.112,276.119276,274.104724,Not Available
HMDB06044 , Norsalsolinol , C9H11NO2,165.079,166.086276,164.071724,Not Available
HMDB11634 , Norspermidine , C6H17N3,131.142,132.149276,130.134724,Not Available
HMDB00790 , N-Palmitoylsphingosine , C34H67NO3,537.512,538.519276,536.504724,Not Available
HMDB02372 , N-Phenylacetylphenylalanine , C17H17NO3,283.121,284.128276,282.113724,Not Available
HMDB02089 , N-Ribosylhistidine , C11H17N3O6,287.112,288.119276,286.104724,Blood; Urine
HMDB00829 , N-Stearoylsphingosine , C36H71NO3,565.543,566.550276,564.535724,Not Available
HMDB12266 , N-Succinyl-2-amino-6-ketopimelate , C11H15NO8,289.08,290.087276,288.072724,Not Available
HMDB12267 ," N-Succinyl-L,L-2,6-diaminopimelate ", C11H18N2O7,290.111,291.118276,289.103724,Not Available
HMDB01481 , N-Sulfo-D-glucosamine , C6H13NO8S,259.036,260.043276,258.028724,Not Available
HMDB13286 , N-Undecanoylglycine , C13H25NO3,243.183,244.190276,242.175724,Not Available
HMDB00467 , Nutriacholic acid , C24H38O4,390.277,391.284276,389.269724,Not Available
HMDB06668 , O-(N-acetyl-a-neuraminosyl)-(2->3)-O-b-D-galactopyranosyl-(1->4)-O-2-(acetylamino)-2-deoxy-b-D-glucopyranosyl-(1->3)-O-b-D-galactopyranosyl-(1->4)-O-2-(acetylamino)-2-deoxy-b-D-glucopyranosyl-(1->3)-O-b-D-galactopyranosyl-(1->4)- D-Gluc , C51H85N3O39,1363.476,1364.483276,1362.468724,Not Available
HMDB06669 , O-(N-acetyl-a-neuraminosyl)-(2->6)-O-b-D-galactopyranosyl-(1->4)-O-2-(acetylamino)-2-deoxy-b-D-glucopyranosyl-(1->3)-O-[O-6-deoxy-a-L-galactopyranosyl-(1->3)-O-[b-D-galactopyranosyl-(1->4)]-2-(acetylamino)-2-deoxy-b-D-glucopyranosyl-(1->6)]-O-b-D-mannopyr , C57H95N3O43,1509.534,1510.541276,1508.526724,Not Available
HMDB02071 , O-2-(acetylamino)-2-deoxy-a-D-Gal-(1->3)-O-[6-deoxy-a-L-Gal-(1->2)]-O-b-D-Gal-(1->3)-O-2-(acetylamino)-2-deoxy-b-D-Glc-(1->3)-O-b-D-Gal-(1->4)-D-Glucose , C40H68N2O30,1056.386,1057.393276,1055.378724,Not Available
HMDB13031 , O2'-4a-cyclic-tetrahydrobiopterin , C9H14N5O3,240.11,241.117276,239.102724,Not Available
HMDB02235 ," O-6-deoxy-a-L-galactopyranosyl-(1->2)-O-b-D-galactopyranosyl-(1->3)-2-(acetylamino)-1,5-anhydro-2-deoxy-D-arabino-Hex-1-enitol ", C20H33NO14,511.19,512.197276,510.182724,Not Available
HMDB02060 , O-6-deoxy-a-L-galactopyranosyl-(1->2)-O-b-D-galactopyranosyl-(1->3)-2-(acetylamino)-2-deoxy-D-Galactose , C20H35NO15,529.201,530.208276,528.193724,Not Available
HMDB02276 ," O-6-deoxy-a-L-galactopyranosyl-(1->2)-O-b-D-galactopyranosyl-(1->4)-2-(acetylamino)-1,5-anhydro-2-deoxy-D-arabino-Hex-1-enitol ", C20H33NO14,511.19,512.197276,510.182724,Not Available
HMDB02295 , O-6-deoxy-a-L-galactopyranosyl-(1->3)-O-b-D-galactopyranosyl-(1->3)-O-2-(acetylamino)-2-deoxy-b-D-glucopyranosyl-[1->3(or 1->6)]-O-[O-b-D-galactopyranosyl-(1->4)-2-(acetylamino)-2-deoxy-b-D-glucopyranosyl-[1->6(or 1->3)]]-O-b-D-galactopyranosyl-(1->4)-D-G , C40H68N2O31,1072.381,1073.388276,1071.373724,Not Available
HMDB03011 , O-Acetylserine , C5H9NO4,147.053,148.060276,146.045724,Not Available
HMDB02067 , O-b-D-Gal-(1->3)-O-[O-b-D-Gal-(1->4)-2-(acetylamino)-2-deoxy-b-D-Glc-(1->6)]-2-(acetylamino)-2-deoxy- D-Galactose , C28H48N2O21,748.275,749.282276,747.267724,Not Available
HMDB06667 , O-b-D-galactofuranosyl-(1->3)-O-2-(acetylamino)-2-deoxy-b-D-glucopyranosyl-(1->3)-O-b-D-galactopyranosyl-(1->4)-O-2-(acetylamino)-2-deoxy-b-D-glucopyranosyl-(1->3)-O-b-D-galactopyranosyl-(1->4)- D-Glucose , C40H68N2O31,1072.381,1073.388276,1071.373724,Not Available
HMDB02150 , O-b-D-glucopyranosyl-(1->3)-O-2-(acetylamino)-2-deoxy-b-D-glucopyranosyl-(1->3)-O-[6-deoxy-a-L-galactopyranosyl-(1->4)]-O-b-D-galactopyranosyl-(1->4)-O-[6-deoxy-a-L-galactopyranosyl-(1->3)]-D-Glucose , C39H67NO28,997.385,998.392276,996.377724,Not Available
HMDB01242 , Obtusifoliol , C30H50O2,442.381,443.388276,441.373724,Not Available
HMDB02055 , o-Cresol , C7H8O,108.058,109.065276,107.050724,Blood
HMDB02348 , Octacosanoic acid , C28H56O2,424.428,425.435276,423.420724,Not Available
HMDB00782 , Octadecanedioic acid , C18H34O4,314.246,315.253276,313.238724,Not Available
HMDB02350 , Octadecanol , C18H38O,270.292,271.299276,269.284724,Not Available
HMDB01140 , Octanal , C8H16O,128.12,129.127276,127.112724,Not Available
HMDB01485 , Octane , C8H18,114.141,115.148276,113.133724,Not Available
HMDB01183 , Octanol , C8H18O,130.136,131.143276,129.128724,Not Available
HMDB01070 , Octanoyl-CoA , C29H50N7O17P3S,893.22,894.227276,892.212724,Not Available
HMDB10347 , Octanoylglucuronide , C14H24O8,320.147,321.154276,319.139724,Not Available
HMDB01094 , Octaprenyl diphosphate , C40H68O7P2,722.444,723.451276,721.436724,Not Available
HMDB04629 , O-Desmethylangolensin , C15H14O4,258.089,259.096276,257.081724,Blood; Urine
HMDB00798 , Oenanthic ether , C9H18O2,158.131,159.138276,157.123724,Not Available
HMDB05012 , Olanzapine , C17H20N4S,312.141,313.148276,311.133724,Not Available
HMDB02117 , Oleamide , C18H35NO,281.272,282.279276,280.264724,Not Available
HMDB02364 , Oleanolic acid , C30H48O3,456.36,457.367276,455.352724,Blood
HMDB00207 , Oleic acid , C18H34O2,282.256,283.263276,281.248724,Blood; Cerebrospinal Fluid; Urine
HMDB13631 , Oleoyl glycine , C20H37NO3,339.277,340.284276,338.269724,Not Available
HMDB05065 , Oleoylcarnitine , C25H47NO4,425.35,426.357276,424.342724,Not Available
HMDB01322 , Oleoyl-CoA , C39H68N7O17P3S,1031.36,1032.367276,1030.352724,Not Available
HMDB13032 , Omega-Carboxy-trinor-leukotriene B4 , C18H24O6,336.157,337.164276,335.149724,Not Available
HMDB01913 , Omeprazole , C17H19N3O3S,345.115,346.122276,344.107724,Blood
HMDB05035 , Ondansetron , C18H19N3O,293.153,294.160276,292.145724,Not Available
HMDB11113 , OPC4-CoA , C35H56N7O18P3S,987.262,988.269276,986.254724,Not Available
HMDB11114 , OPC6-CoA , C37H60N7O18P3S,1015.293,1016.300276,1014.285724,Not Available
HMDB11115 , OPC8-CoA , C39H64N7O18P3S,1043.324,1044.331276,1042.316724,Not Available
HMDB06802 , O-Phospho-4-hydroxy-L-threonine , C4H10NO7P,215.019,216.026276,214.011724,Not Available
HMDB00224 , O-Phosphoethanolamine , C2H8NO4P,141.019,142.026276,140.011724,Blood; Cerebrospinal Fluid; Urine
HMDB03484 , O-Phosphohomoserine , C4H10NO6P,199.025,200.032276,198.017724,Not Available
HMDB11185 , O-Phosphothreonine , C4H10NO6P,199.025,200.032276,198.017724,Urine
HMDB06049 , O-Phosphotyrosine , C9H12NO6P,261.04,262.047276,260.032724,Urine
HMDB05765 , Ophthalmic acid , C11H19N3O6,289.127,290.134276,288.119724,Not Available
HMDB00817 , Orinapterin , C9H11N5O3,237.086,238.093276,236.078724,Not Available
HMDB00214 , Ornithine , C5H12N2O2,132.09,133.097276,131.082724,Blood; Cerebrospinal Fluid; Saliva; Urine
HMDB00226 , Orotic acid , C5H4N2O4,156.017,157.024276,155.009724,Amniotic Fluid; Blood; Urine
HMDB00788 , Orotidine , C10H12N2O8,288.059,289.066276,287.051724,Blood; Urine
HMDB00218 , Orotidylic acid , C10H13N2O11P,368.026,369.033276,367.018724,Prostate Tissue
HMDB00669 , Ortho-Hydroxyphenylacetic acid , C8H8O3,152.047,153.054276,151.039724,Urine
HMDB06050 , o-Tyrosine , C9H11NO3,181.074,182.081276,180.066724,Not Available
HMDB12271 , O-Ureidohomoserine , C5H11N3O4,177.075,178.082276,176.067724,Not Available
